gene	TCGA-BH-A1FE-06A-11R-A213-07	TCGA-E2-A15E-06A-11R-A12D-07	TCGA-E2-A15K-06A-11R-A12P-07	TCGA-BH-A18V-06A-11R-A213-07	TCGA-AC-A6IX-06A-11R-A32P-07	TCGA-BH-A1ES-06A-12R-A24H-07	TCGA-E2-A15A-06A-11R-A12D-07	TCGA-E2-A10A-01A-21R-A115-07	TCGA-D8-A1JJ-01A-31R-A14M-07	TCGA-C8-A274-01A-11R-A16F-07	TCGA-D8-A1J8-01A-11R-A13Q-07	TCGA-D8-A1JF-01A-11R-A13Q-07	TCGA-D8-A146-01A-31R-A115-07	TCGA-D8-A1JK-01A-11R-A13Q-07	TCGA-D8-A147-01A-11R-A115-07	TCGA-D8-A1J9-01A-11R-A13Q-07	TCGA-D8-A1JA-01A-11R-A13Q-07	TCGA-D8-A1JE-01A-11R-A13Q-07	TCGA-D8-A1JD-01A-11R-A13Q-07	TCGA-D8-A1JB-01A-11R-A13Q-07	TCGA-D8-A1JG-01B-11R-A13Q-07	TCGA-D8-A1JH-01A-11R-A13Q-07	TCGA-D8-A1JI-01A-11R-A13Q-07	TCGA-D8-A4Z1-01A-21R-A266-07	TCGA-D8-A1JC-01A-11R-A13Q-07	TCGA-D8-A140-01A-11R-A115-07	TCGA-C8-A27A-01A-11R-A169-07	TCGA-E2-A106-01A-11R-A10J-07	TCGA-E2-A105-01A-11R-A10J-07	TCGA-C8-A8HQ-01A-11R-A36F-07	TCGA-D8-A73X-01A-11R-A32P-07	TCGA-C8-A27B-01A-11R-A169-07	TCGA-C8-A8HP-01A-11R-A36F-07	TCGA-E2-A108-01A-13R-A10J-07	TCGA-C8-A3M7-01A-12R-A21T-07	TCGA-C8-A3M8-01A-11R-A213-07	TCGA-E2-A107-01A-11R-A10J-07	TCGA-D8-A1JL-01A-11R-A13Q-07	TCGA-C8-A8HR-01A-11R-A36F-07	TCGA-D8-A142-01A-11R-A115-07	TCGA-C8-A278-01A-11R-A169-07	TCGA-D8-A143-01A-11R-A115-07	TCGA-D8-A145-01A-11R-A115-07	TCGA-D8-A141-01A-11R-A115-07	TCGA-E2-A109-01A-11R-A10J-07	TCGA-D8-A73W-01A-22R-A352-07	TCGA-D8-A13Y-01A-11R-A115-07	TCGA-D8-A73U-01A-11R-A33J-07	TCGA-D8-A13Z-01A-11R-A115-07	TCGA-C8-A275-01A-21R-A16F-07	TCGA-D8-A27P-01A-11R-A16F-07	TCGA-D8-A1XL-01A-11R-A14M-07	TCGA-D8-A1XK-01A-21R-A14M-07	TCGA-D8-A1XM-01A-21R-A14M-07	TCGA-D8-A1XO-01A-11R-A14M-07	TCGA-D8-A1XQ-01A-11R-A14M-07	TCGA-D8-A1XJ-01A-11R-A14M-07	TCGA-D8-A1XG-01A-11R-A14D-07	TCGA-D8-A27H-01A-11R-A16F-07	TCGA-D8-A1XD-01A-11R-A14D-07	TCGA-D8-A1XF-01A-11R-A14D-07	TCGA-D8-A27G-01A-11R-A16F-07	TCGA-D8-A27F-01A-11R-A16F-07	TCGA-D8-A1XR-01A-11R-A14M-07	TCGA-D8-A1Y2-01A-11R-A157-07	TCGA-D8-A1XW-01A-11R-A14M-07	TCGA-D8-A1XY-01A-11R-A14M-07	TCGA-D8-A1Y1-01A-21R-A14M-07	TCGA-D8-A1XZ-01A-11R-A14M-07	TCGA-D8-A1Y3-01A-11R-A157-07	TCGA-D8-A1XV-01A-11R-A14M-07	TCGA-D8-A1XS-01A-11R-A14M-07	TCGA-D8-A1XT-01A-11R-A14M-07	TCGA-D8-A27E-01A-11R-A16F-07	TCGA-D8-A1XU-01A-11R-A14M-07	TCGA-D8-A27I-01A-11R-A16F-07	TCGA-D8-A1XC-01A-11R-A14D-07	TCGA-D8-A27W-01A-11R-A16F-07	TCGA-D8-A1JU-01A-11R-A13Q-07	TCGA-D8-A1X5-01A-11R-A14D-07
79777	7.397996289	8.367153492	8.709597369	8.259561562	7.543904909	9.357084812	7.306501041	8.15075716	6.248031915	7.658773453	4.294620749	5.676622847	7.185226306	6.659062565	7.188882547	5.618893476	4.10864154	7.42331344	7.220775891	8.076824146	5.507766103	7.612768998	8.3750881	8.780859602	7.765404792	6.486987829	6.697921128	8.063773099	8.73904507	8.681783756	8.512464735	4.399116393	7.239202301	7.388232597	7.305169815	8.850290933	8.429623077	5.743019408	8.038496541	7.109065889	5.600272727	7.115805255	7.760885578	7.500280224	7.544433609	9.05056754	6.083306991	8.074609794	6.147825634	5.31596467	7.745196988	7.71722264	5.517385939	7.738448328	7.46244256	6.627739604	5.588120947	7.793432289	6.372051873	7.835399891	8.234415097	7.280018146	6.049883391	7.233708824	7.798535955	7.225660543	8.423604221	7.974969763	6.922068181	7.533717514	7.087271884	8.055768314	6.588630695	8.285368463	7.19009331	7.978645829	7.73861586	7.622590716	7.422667796	6.599860785
91452	9.613004469	9.958514436	10.02666411	9.666336573	10.08326843	10.50958055	9.550877968	10.23974327	9.794617472	10.51747679	10.14560703	10.54930318	9.626163129	9.832919279	9.18892902	10.31265678	10.19130787	9.358814909	10.21435118	10.90481786	10.13121069	10.30695859	10.68341759	9.488953172	10.04331101	10.16216408	10.67745459	9.369091278	8.639363864	9.582174355	9.79906512	11.95300218	9.406210746	9.372374722	9.864344647	11.11664722	9.881847055	10.07324546	9.709785684	10.58014596	9.225741509	9.06583212	10.17890395	9.256490594	10.202762	9.812166553	9.854362416	9.014512354	9.785912422	9.992029109	9.896227491	8.975897251	10.19458968	10.26494734	9.7500539	9.491275903	9.86921365	10.33717955	9.159225006	9.895679486	11.54748501	10.10124364	10.50835972	10.07857448	9.598794878	10.30836497	10.33997145	10.08532068	9.768250667	9.196528115	10.01685494	10.27842808	10.18656332	9.858768976	11.62351524	10.01270917	9.978669994	10.43929556	9.815433253	10.95465944
84320	9.07450838	8.796659721	8.899633048	8.274519795	8.924311035	9.812382863	9.052586526	9.015726418	9.349874995	10.03706286	8.641138118	8.181382374	8.91913178	8.467879799	8.510184205	8.963383086	7.974653776	8.868634606	8.925518836	8.491125554	8.340454561	8.399643653	9.136262918	8.30211658	8.940460429	8.818740338	8.965273192	9.552147251	9.660018719	10.13632829	9.522271578	8.469367089	9.028853387	8.175258113	9.217134	9.480453567	9.613142639	8.582428045	9.157647571	9.14856276	8.383344006	9.770400765	8.521304019	8.774892458	9.427534732	9.375133942	8.880153476	9.444778241	9.825503903	8.832382767	8.836886055	9.169182674	9.164759634	8.998727218	9.125692167	8.50979994	8.993778224	9.525586385	8.348358582	8.651072506	9.50051049	9.039163075	9.323708499	9.436280959	8.973901094	8.377874234	9.154990463	9.515122645	8.252177199	9.626778232	9.15425864	8.698495973	8.873506864	8.288029045	8.933156257	8.848385706	8.481840593	9.185741939	8.888673852	9.305677831
414149	4.442153943	5.598651048	1.594978428	5.905533824	4.186888753	5.250847911	5.055312808	6.937293775	6.620001297	4.26713874	5.850419401	3.188480052	4.232653083	3.185882399	5.479152939	2.300006547	0.624522058	5.782374489	3.352603176	4.632355473	5.324310181	5.18704717	4.704683871	4.428336721	2.582628256	1.746226761	7.962280054	4.142462453	5.569077862	7.063487842	5.56822064	6.803176655	5.403216586	3.804879608	5.28753509	3.369229156	5.089917576	7.30991103	6.754244825	10.00388834	4.639359522	7.678770541	5.021346467	4.443765763	5.72900887	2.588972424	9.457368361	2.970264679	6.422069813	8.074721636	6.053237349	3.274231838	8.702000868	6.817806141	5.605123893	7.097580249	5.560693558	3.126890282	5.395244496	6.641404411	8.721341897	6.045914705	5.547119719	3.129365454	5.888024766	8.499230817	0.993783035	5.045495393	6.234426593	6.531673089	3.847515928	3.792844943	4.736772621	3.612387887	5.82281426	4.114516951	5.413790382	5.728587207	3.577017866	4.336233393
40	2.282854909	5.011755029	0	0	0.654252213	9.171412014	8.094370683	0.719490131	0.667483436	5.060077656	2.189255274	0	2.297484916	1.280600049	0	0	1.058939855	0.36109457	2.213347282	1.483519148	0.601601443	1.827371923	9.579074337	3.678669147	4.372381034	0	2.342554745	3.477845675	8.096748883	7.621041579	1.792064047	0.606063145	0.684908483	2.290660312	1.982874961	0.616639997	0	0.57424686	3.771843332	0.614662735	0.997689839	0	6.576386085	2.346077535	0.943958823	0	5.214905795	2.143524033	3.745850428	0	3.766425548	0.948152272	0	5.789857033	0.639324789	0	3.414487367	8.059153531	0.752577341	0	5.458798661	0.720278465	1.234991741	0.321928095	5.698854658	0.679784089	4.862446432	3.332536089	0	0.961030572	1.348005741	1.461319002	2.387665828	0.65617599	4.294988268	1.114900024	6.684539651	0.795933147	2.044044333	0.522357116
41	6.588786581	3.38075715	8.362191949	6.107369839	7.017067838	4.565487507	4.931323757	6.697733516	7.705026155	7.075405342	5.257391614	3.621196201	6.008265014	4.839732889	7.324883492	7.828589061	5.660112873	8.855407034	7.046483421	6.289880563	6.130871168	5.527186092	9.022070365	6.584290589	6.532513337	5.622731264	7.08083671	7.833469507	9.415173027	7.518958381	5.849253708	4.451692479	7.541683644	5.238989342	6.709766217	8.448185289	6.66996784	6.511017285	6.520422249	7.496242624	4.677322185	7.553637741	7.176564133	5.466845694	7.98585275	7.504636281	9.300841461	5.667063274	5.759459471	4.651034465	5.791123808	7.738307803	5.364131152	5.542951367	6.061726523	6.782040243	7.472850024	5.892466316	5.72904695	6.430852269	8.596664612	7.063168547	5.971125054	7.908482693	7.556366568	5.259969182	6.870299365	8.018679792	3.853666364	9.078537788	7.885364485	6.9133526	7.032352147	10.00582087	8.086673386	6.10664564	7.711437776	8.739791071	6.802069109	7.542627964
9311	2.282854909	4.309787369	7.10233899	4.084906158	5.718054695	5.523449045	2.625808185	5.469898997	3.207252553	3.592576634	3.955740563	2.163015606	5.765529442	2.402804022	2.329152306	3.451857294	3.189935227	3.376526553	2.820158535	4.063330361	5.342821386	3.726264488	5.204719808	4.967306967	3.084999672	5.502982926	5.786826338	6.117975493	5.734536215	6.623313809	4.899799181	2.297308823	7.161730509	2.904580435	2.97998873	6.820178962	2.72678763	3.141187525	4.512663043	3.03056562	3.995602101	1.531818102	4.099471953	3.764855671	4.553286769	4.181142316	6.051898441	5.306659612	3.185422571	3.339180152	2.61402661	3.488489301	4.042434221	2.38388397	3.699174031	2.404194676	4.428477426	6.551917394	5.037430545	5.410873604	6.18950634	4.6782635	4.13060145	4.845575356	4.708225869	4.648258343	4.261214862	2.469078466	3.234256048	4.362196333	3.794935663	3.104168895	4.399656469	4.145799712	3.796774239	3.485568513	4.738032794	2.300533772	2.657822903	4.171334947
55515	0	0	0.742954757	2.497178023	2.812395539	1.659833246	0.935686035	0.404140166	3.010654537	1.074710934	0.630219065	0.659741927	2.581110175	0	1.227556261	1.033229161	0	0	2.213347282	1.231002239	2.287088077	1.827371923	5.306677837	2.839818535	1.583085777	1.746226761	1.337425664	0.445938537	3.065537846	0.756767124	3.656667974	0.834387615	4.943626008	0	2.303634645	0.341074883	1.215554355	1.438931542	2.42368573	1.044324169	0.73508887	0.812785709	1.386369519	1.758132585	1.344601283	1.172615522	1.830011879	2.671678342	1.389236386	1.613248744	1.365132593	0.948152272	1.78400136	0.611077929	1.259423152	1.442226945	1.327572404	1.348855601	2.534385375	1.459011864	1.26165116	1.556993385	1.781065898	1.000072133	0.412293771	1.768755995	1.215305839	0.341302653	1.423363028	0.70593368	0	2.172231469	3.500559884	0	1.282795616	0.906428859	0	0.795933147	1.67210848	0.522357116
51802	0	0	0	0	0	0	0.38327574	0	0	0.635243612	0.865285394	0	0	0.562181356	0	0	0.345850517	0	0	0	1.19761381	0	0.470719061	0	0	0.477677328	0	0.445938537	0	0	0	0	0	0	0	0.616639997	0	0	0.522557993	0	0	0	0	0	0.387252239	0	0	0	0.344714894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.395720913	0	0	0	0	1.282795616	1.297074	0	0	0	0
390110	2.477521912	0	0	0.367818344	0	0	0	0	0	0	0	0	0.439357178	0	0	0	0	0	0	0	0	0.327572404	0	0	0	0	0.327112471	0	0	0.42739163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.503959271	0	0	0	0	0	0	0	0	0	0	0	0	0.752577341	0	0	0	0.857821792	0	0	0	0	0	0	0	0	0	0.338681125	0	0	0	0	0.316609184	0	0
84680	8.147719318	7.772825242	6.294017815	9.492891663	7.64040836	7.770978328	7.959800868	7.102520615	7.16057032	6.70275311	5.3952205	7.13371147	7.888908206	5.041058953	7.240996395	5.941096918	5.407386744	5.521597299	5.424656764	7.873591143	7.221530089	7.365401219	6.82357105	9.492041436	6.278014493	7.346029651	9.017926082	7.452959423	7.159742195	8.573647187	8.445604636	7.119813691	9.65590937	8.106736184	7.933326542	6.803055215	7.762869001	6.825897539	9.451899937	6.938364606	7.072163696	6.988356351	7.499717553	7.404988248	7.708463855	8.502323043	7.156234798	8.319212372	6.475558352	6.185585113	7.029338031	6.500421256	6.963711086	7.550324302	7.841346708	6.311535811	5.632704448	7.659091116	7.345203854	7.621401362	6.706436617	5.873414582	7.565630684	7.063484607	7.227463845	6.635355361	5.66961926	7.623179171	7.474917835	6.82460367	7.554719302	6.392401578	8.355248012	7.666368176	7.25379455	7.753592503	7.209773063	5.967977821	7.918041502	7.067015878
65057	8.34931131	7.787656432	7.89348417	9.278947694	7.877106182	9.533525972	8.956900573	7.856901679	8.222403209	7.788967541	7.815845012	8.021586882	7.950415922	9.253635732	8.300561227	7.422832597	7.960604378	8.312144633	7.625147726	8.521415527	7.797406033	8.509672884	8.213852234	8.652409769	7.602701092	8.325794292	8.530494906	8.516035246	9.386442812	8.436783155	8.07022401	8.439306059	9.840293115	8.196685723	7.661376225	9.043483131	8.037921375	8.297532604	8.55286042	8.512319344	7.987797782	9.34630363	8.038396672	8.028131504	7.695663297	7.997736688	8.818497499	8.330199385	7.985054642	7.883065404	7.603325165	8.094478364	8.192933377	8.144195793	7.500700889	7.829115724	7.924023852	8.571474315	8.378355988	8.603206085	9.344857562	7.42566994	7.676708873	7.407357	8.738322667	7.888433371	7.652948198	8.577803804	8.210457541	8.630900861	8.302804316	7.523260056	8.844738713	8.552066152	8.571670743	8.409255995	8.573580163	8.702034471	7.88028268	7.941288867
59272	10.88089211	1.090785697	0.418783639	5.186825381	3.537867564	4.427498905	0.685715936	1.38758312	1.86682887	0	3.115882225	9.074168229	1.277389699	13.19315907	4.306254947	3.868429965	3.389566812	0	0.97819563	2.199342548	13.39733269	0.327572404	0.470719061	2.352250046	1.997906574	0.477677328	0.818441576	0.786094468	1.547499185	1.771378539	1.039559557	6.977653144	5.403216586	4.292700779	6.311286942	1.047328984	0	8.75561134	2.167454275	8.560817346	5.81982399	6.350074631	1.774544614	2.138716189	0.69233792	1.172615522	0	2.778229607	9.14099026	8.345241118	1.125651102	2.847255331	2.961326981	2.522758841	0.639324789	0	7.726325123	1.111231673	3.537755767	2.538612655	0	0.720278465	6.793452448	2.700506303	0.412293771	8.188455325	1.215305839	0	0.642193247	0.395720913	1.348005741	0.369941022	3.883376437	0	0.653702091	2.643001861	0.528971317	0	1.1696685	0.522357116
125981	0.768078435	0.810072871	0	0.660563586	5.469859935	1.28682202	3.203952854	0.719490131	0.371949104	1.252718409	0.630219065	5.337108059	0.439357178	0	0	2.22125843	0.345850517	0	0.570462931	0	2.432478429	0.594357451	0.470719061	1.834468522	1.698485208	0	0.327112471	0	2.072140109	4.728856542	0.434988439	0.334568276	1.147502084	0	1.400756503	0.341074883	2.213005039	0.79360461	3.520661106	0	0.413918977	0.812785709	0.853676343	0.422663592	1.158143104	0	0	0.573665363	0	0.667574266	0.838346737	0	0	0.611077929	0	0.363114995	0	0	0	1.209078996	0	1.3887957	0	0	0	0.379620962	0.41196851	1.223051788	1.085016673	0	0.599508236	0	0.338681125	0	2.553974808	0.662570116	0	0.795933147	0.392207499	1.669797811
340485	6.329798132	5.57604741	8.156188272	5.054423071	6.941634545	6.376314697	6.876866834	8.294350563	7.610479348	6.889344551	9.353688727	7.797436513	8.392294666	5.37504986	6.40696007	5.679071865	11.12712032	9.35818986	7.949156701	7.646691904	6.103990623	7.809184824	7.743784223	7.087362061	8.033391614	7.620878878	7.775497033	6.391303745	6.229559084	6.7349426	7.286995702	5.318070948	5.130395524	6.723461632	6.52166796	7.330916878	5.752015285	6.034211313	6.006701958	5.72226928	6.185202515	5.334221432	8.935756153	5.720713507	6.74877652	7.379827136	5.801099146	7.010615378	6.080374127	6.905188414	9.066269516	4.653369624	6.714223534	7.221169477	7.774949765	4.916237768	6.094580232	7.359479002	5.247046441	8.289079176	7.08250142	7.161053257	4.649448764	8.621225878	5.224495676	6.459039743	8.733533988	8.145107804	6.564318716	5.17111073	6.850174333	7.40135485	5.881182499	6.376212231	5.133695033	7.331021716	7.309809193	6.457318491	7.036413217	7.798729049
55331	8.566843308	7.677835898	7.466111547	8.525908347	9.797739818	6.787004022	11.20709042	8.825280011	8.623018906	10.29574736	10.11955889	8.258516569	7.918928813	7.695668864	8.398460682	10.45067773	9.800211059	9.694610533	8.451022313	8.447250635	8.432997812	8.473920819	8.032303102	7.805808349	11.33775412	9.125910127	9.691494733	7.531313613	9.023896537	7.605798765	7.043231845	9.271629465	7.890971921	9.06736767	8.563374	7.87733506	6.786877294	9.627671034	7.936784556	9.499266301	9.33294195	9.315798742	8.449843201	9.209985749	7.810935315	8.948054711	9.91617207	8.811525298	8.425341806	9.760605691	8.811806875	8.592823271	9.809075951	9.240560005	9.742560896	8.527812814	10.96705618	9.292757137	8.93538048	8.394078925	10.72891103	8.165795393	8.740480358	8.116433899	8.982418093	9.388717146	7.902485461	8.604756693	8.359512385	8.465586402	10.21058101	8.964669805	9.235755058	8.904770983	8.269304375	8.686356601	8.672415795	8.079206885	8.877217865	10.70377253
1636	8.284109688	8.579483017	9.663623922	9.938924417	9.968156288	9.69511308	8.615695839	9.692301649	9.805565418	9.145534045	7.381179528	8.240653495	9.214546437	10.00868632	8.392712822	9.823821315	7.886578191	8.793872479	7.875090736	9.726346242	9.416234271	9.509206918	10.72050524	9.465053922	9.236810684	10.09696744	9.93110639	12.31808988	6.890303194	8.491714831	8.461532652	9.129599602	9.594870037	9.544357871	10.34307498	9.229940431	9.35363889	8.825686108	10.41395472	9.723868248	8.907213964	8.518881687	9.47830044	8.80154929	8.480887522	11.25338506	11.71025197	10.14589917	8.99370804	9.359914901	8.541299547	8.12841714	8.415768805	8.845880467	8.314147708	10.15286751	8.067334861	10.94119855	9.434458096	9.103946314	9.831754077	8.491916814	7.813223883	8.544088507	8.772555415	9.164955435	8.352452665	8.088238612	7.858020793	6.424443461	10.11529301	8.16557584	8.903307665	11.36323663	9.868501423	9.421307468	10.83487338	9.672371063	9.633339659	11.06131874
43	4.575741928	4.44065991	0.742954757	8.556271526	6.984754526	8.924459802	5.132420556	0.404140166	2.270170093	1.683786269	2.812641974	4.84940385	4.312367485	4.104345048	5.603795453	1.033229161	4.71092212	1.27625843	1.967168608	6.627904451	12.6854897	3.31051463	2.58863669	5.479880481	4.551915856	2.513389678	6.640195761	3.734915511	2.615463382	4.591164761	3.48595486	3.940786929	7.706033176	5.713459378	3.948199005	3.169925001	3.048358265	5.702959458	5.423164665	3.964232264	3.05476167	4.612004464	4.745629959	5.058961494	6.122428384	2.588972424	7.203451766	4.874000166	5.67813953	6.964167561	2.704030885	3.988321127	5.77516119	3.35473424	2.449138738	7.676001477	3.373049574	3.86166759	4.232936991	7.111790865	8.847085542	4.584048504	3.597042446	2.39239986	4.533781356	4.95863855	2.105912698	2.723427501	4.423941152	1.81750047	1.021763974	3.412090492	6.108396909	4.098074205	2.688337043	4.477457151	2.658645654	7.589886303	3.819760137	2.536003151
22985	11.25537397	11.93553618	12.28790373	11.4181192	11.84840292	11.7532351	11.19927119	10.98377473	11.5801706	11.65553229	11.62013234	10.99455017	12.00252378	11.14147539	11.51186416	11.01910878	11.07010128	11.12003507	11.27995972	11.22693336	11.33467743	11.75107017	11.55082464	12.00086261	11.29770414	11.61073586	11.54942183	11.44090321	11.87884184	11.9889662	12.15229131	11.75498501	11.61933533	11.04924385	11.94864892	11.99112027	11.70699185	11.24508054	11.85254609	11.08836504	11.34606972	11.27543244	11.9925312	12.02164264	11.74403463	12.01854561	11.77810371	11.90830037	12.18472688	11.39340451	11.71252868	11.55461202	11.44025433	11.5988613	11.0033198	11.29531	11.51399554	11.6354705	11.14473299	11.73175258	11.91275254	11.38200451	11.20329202	11.94361227	11.06580702	10.95068762	11.00899921	11.29908098	12.43657432	11.20416958	11.8818013	11.50127218	11.22537616	11.52690196	11.99053458	11.23372146	11.78861973	11.35096288	11.47695986	11.59212426
47	12.70519545	12.50180487	12.18396761	12.23190375	11.56587545	11.95297521	12.07045387	12.6660146	12.1585858	11.89992147	11.71545529	12.72738685	11.68577497	12.39579357	11.87914088	12.27404546	11.45554376	11.78347925	12.77118241	12.66805045	12.80390217	12.109927	11.96930899	11.97883338	12.35736924	12.24257169	11.7303986	12.94212741	12.68151717	12.13448164	12.22269741	11.36974035	12.03794573	11.51759076	11.43414661	12.7831483	12.24816528	12.03070024	11.66996943	12.9199319	11.84953318	13.29305194	12.17545515	12.34451668	13.25465077	12.48234256	12.04199412	11.72752157	12.99792345	12.10259298	12.89266137	12.12677741	11.96555733	12.75991452	12.13501297	12.23126787	12.93036263	12.1304826	10.80485453	12.72148697	13.59174368	11.43963701	11.8332304	12.56298841	12.16068675	11.06919377	12.48290806	11.86848911	11.82300549	12.17727392	12.76129828	12.92773523	11.87955101	12.73782741	11.7355559	11.67341014	13.06606312	13.99229272	11.94766557	11.26536018
130013	0.434561512	0	4.714849949	0	1.283566239	8.342581856	0.935686035	1.38758312	1.122076304	2.364236231	0.630219065	0	5.725029448	0.562181356	0.740625394	0.335254565	0	6.711647703	0	0.535157156	0.33193447	5.453570255	8.177787266	3.033123418	0	2.4106396	0.593592806	3.88392379	5.626363203	0	2.058939855	0	0.684908483	2.009956229	0.409363779	2.600911971	0.994000358	0	0	0	0.997689839	0	2.443367951	4.326292852	0.69233792	2.776693582	0	1.301587647	0	0	2.704030885	0	0	2.309088855	4.318945849	0	1.63862995	6.093790438	0	0	2.933440448	0.40457619	0	0.321928095	4.533781356	0.379620962	0	0	0	0	7.631693641	4.403724458	0	5.004469931	7.645280148	2.708783177	5.609692918	0.795933147	2.247562997	2.7382274
57001	7.339709289	7.812041214	3.821271422	8.065244859	7.675248563	6.325416998	4.945640474	4.101339117	7.017241588	6.492830592	7.936889358	9.291291821	6.43362216	6.692676869	7.099964211	7.036704427	6.732851208	6.281546184	5.480575346	7.221083419	5.49953978	7.052877749	6.295440187	6.907841259	4.551915856	7.014978972	7.572503938	6.072112233	3.492673596	7.114639795	7.564131956	8.262970535	7.020331066	5.993610965	8.297596338	6.81335409	5.171579145	7.676874563	7.75922176	7.533947175	6.937865768	7.289815104	6.853104912	6.71633934	6.296424368	5.271477968	7.362320842	7.345545406	7.515039832	7.612965779	7.564814844	7.678474789	7.917984237	5.712158284	6.393752534	6.134765134	8.403384476	7.242751112	6.638143363	4.941880988	7.140819548	6.969381916	7.119814728	7.322017359	7.625666475	7.81127835	7.822602696	7.589592726	8.027255255	6.940338266	5.642233689	6.730877669	6.53613063	6.486883278	4.904392572	6.178073212	6.6594765	7.001313607	7.198611034	5.16622536
48	12.37027802	9.129142347	8.347348526	10.40248866	9.897446316	9.660878894	10.27673195	10.09202372	9.861375416	9.376194863	10.30246312	10.29280958	10.59568435	10.36045108	8.078675474	9.153679956	9.960182403	9.212253666	9.98571815	9.703215967	9.304978464	10.83347765	8.989590347	9.540575602	9.628388123	9.771227648	8.829820074	9.171217087	9.322159358	9.400511459	9.9498801	10.12258006	9.734160885	11.15236148	9.144557811	9.771159296	8.242308107	10.02023354	9.225498839	10.29520793	9.851224642	9.941114089	9.885874793	10.01783647	8.216919456	9.280351817	8.523078494	9.864597842	9.10679166	9.909699312	10.00699194	7.864496941	10.9405287	10.71656082	10.15647259	10.24626045	10.897051	9.321821918	9.592522069	9.005498518	7.060008462	9.866259843	10.66066599	10.15078939	9.975313341	10.24394393	9.808806869	9.367308156	10.31489837	7.470945961	9.947037237	9.784477973	8.930159848	10.36299581	10.62462733	10.4616944	9.231433849	9.699875708	10.65664465	10.52135173
50	12.32981851	11.03109954	11.90368922	11.51655224	11.28585709	10.94095514	11.89912154	10.33739857	10.80521683	10.76236186	10.27725555	11.37721129	10.62185463	12.41591898	10.9107801	11.41663652	10.20345544	11.58685578	11.00931638	10.71171446	11.72532846	11.06067891	12.5459082	11.44821699	11.6302172	11.49398621	10.81505533	11.42094977	11.27181841	11.45451733	10.51862129	10.98775572	11.21966037	11.36384871	11.12664518	11.5509699	11.10885811	11.33105772	11.20535567	12.25389495	11.1937067	11.53901744	11.13227357	11.23777049	11.43064688	11.43789862	10.96661338	11.39070874	10.90803093	11.36374416	11.34129492	10.95881441	10.7632537	10.5192309	10.39421497	11.37797544	12.05783476	11.35468389	11.6026303	10.38900175	11.19548356	11.78928678	11.77666628	11.0523627	11.19602764	12.35249562	10.93677808	10.81189291	11.75571994	11.95658536	11.26090648	11.07615441	10.52132709	11.96530364	11.60455365	10.57865101	11.64984329	12.26995237	11.00761474	11.05339315
26027	7.098327963	6.714659031	7.211280921	6.224210102	5.598094198	6.855067792	6.395760322	6.442095871	6.41149065	4.225089799	3.765460488	3.515447542	4.2131295	5.546632128	6.343063098	5.358656475	4.918977694	4.895574071	5.129909423	5.491173267	4.60916396	6.955501126	5.981094583	4.495528885	5.360445048	4.78912409	5.806641127	5.438825113	6.059725163	5.694688006	4.679789718	7.137064911	7.042777833	5.391417175	3.820015533	5.791814071	3.963316899	7.330960786	5.786269628	4.478208204	8.426949453	7.291279387	5.221861618	4.78658068	3.951653065	4.633977494	9.30334445	6.175879842	7.842345943	4.000396687	4.796639282	4.197668847	5.820852914	4.91992162	5.375393978	5.178144939	5.904038455	4.888567923	5.497187605	4.027295624	7.37750121	5.409791441	5.624062867	3.645955226	6.583251292	8.305090449	4.447552749	4.660249813	6.476206687	4.814550423	2.203639694	3.489221787	5.059900339	3.645955226	6.231153965	5.940014014	4.761779918	6.286422842	4.610593769	7.067015878
134526	0	0	0	0.367818344	0	3.910627142	0	0.404140166	0	0	0	0	0	0	0	0.335254565	0	0	0	0	0	0	0.470719061	1.610274844	0	0.477677328	0	0.445938537	0	0.42739163	0	0	0	0	0.727876901	0	0	0	0.522557993	0.614662735	0	0	0	0	0	0	0	0	0	0	0	0.695637548	0	0.337654011	0	0	0	0	0.424814621	0	0	0	0	0	0	0	0	0	0	0	0.599508236	0	0	0.365132593	0	0	0	0	0	0
55856	8.897079747	9.293265863	9.696598114	9.556452982	9.554264976	8.878137993	10.57887674	9.133194626	9.635952052	8.180514895	9.375585119	10.26281895	9.508815065	9.346114998	9.781224291	9.741969651	9.401936954	9.315776783	9.339900541	9.284044661	9.216095165	9.062531903	9.996618104	8.618333373	8.842013361	9.971005461	9.467201213	10.1162691	9.510180841	9.434412641	8.909650415	10.54789474	9.563585452	8.840241651	8.434381781	9.866166169	8.321324291	9.520280015	8.936089316	9.025992466	9.943660436	9.772885765	8.729781147	8.737921964	9.219039979	9.127851978	10.02687073	8.864044345	10.40542721	9.397122902	9.006460453	10.08691868	9.385465982	9.027153498	9.093626988	9.620824457	9.910442163	9.305141764	8.973071943	8.297565618	8.669875035	9.510804907	9.315608796	10.03100887	9.605935034	9.126048272	9.750661101	9.117010826	9.790242755	10.08734509	9.179589921	9.188014126	10.1324523	9.222033152	9.20341359	9.124756423	9.04863999	9.263993535	8.764919348	8.87804202
